cik_int,cik10,cik_original,company_name,primary_ticker,all_tickers,n_tickers,earliest_filing_date,latest_filing_date,n_filings,n_years,name_normalized
1493712,1493712,1493712,Cell MedX Corp.,CMXC,{'CMXC'},1,00:00.0,00:00.0,7,7,CELL MEDX CORP.
1569340,1569340,1569340,"Cell Source, Inc.",CLCS,{'CLCS'},1,00:00.0,00:00.0,1,1,"CELL SOURCE, INC."
744218,744218,744218,"Celldex Therapeutics, Inc.",CLDX,{'CLDX'},1,00:00.0,00:00.0,25,25,"CELLDEX THERAPEUTICS, INC."
1279704,1279704,1279704,"Cellectar Biosciences, Inc.",CLRB,{'CLRB'},1,00:00.0,00:00.0,13,13,"CELLECTAR BIOSCIENCES, INC."
1341766,1341766,1341766,"Celsius Holdings, Inc.",CELH,{'CELH'},1,00:00.0,00:00.0,8,8,"CELSIUS HOLDINGS, INC."
1456802,1456802,1456802,Century Cobalt Corp.,CCOB,{'CCOB'},1,00:00.0,00:00.0,11,11,CENTURY COBALT CORP.
1576940,1576940,1576940,"Century Communities, Inc.",CCS,{'CCS'},1,00:00.0,00:00.0,7,7,"CENTURY COMMUNITIES, INC."
1768267,1768267,1768267,Cerence Inc.,CRNC,{'CRNC'},1,00:00.0,00:00.0,2,2,CERENCE INC.
1805387,1805387,1805387,"Cerevel Therapeutics Holdings, Inc.",CERE,{'CERE'},1,00:00.0,00:00.0,1,1,"CEREVEL THERAPEUTICS HOLDINGS, INC."
1725057,1725057,1725057,Ceridian HCM Holding Inc.,CDAY,{'CDAY'},1,00:00.0,00:00.0,3,3,CERIDIAN HCM HOLDING INC.
1827090,1827090,1827090,"Certara, Inc.",CERT,{'CERT'},1,00:00.0,00:00.0,1,1,"CERTARA, INC."
1723089,1723089,1723089,ChampionX Corp,CHX,{'CHX'},1,00:00.0,00:00.0,3,3,CHAMPIONX CORP
1777393,1777393,1777393,"ChargePoint Holdings, Inc.",CHPT,{'CHPT'},1,00:00.0,00:00.0,2,2,"CHARGEPOINT HOLDINGS, INC."
1134765,1134765,1134765,"Charlie's Holdings, Inc.",CHUC,{'CHUC'},1,00:00.0,00:00.0,9,9,"CHARLIE'S HOLDINGS, INC."
1651407,1651407,1651407,"Checkpoint Therapeutics, Inc.",CKPT,{'CKPT'},1,00:00.0,00:00.0,5,5,"CHECKPOINT THERAPEUTICS, INC."
1517175,1517175,1517175,"Chefs' Warehouse, Inc.",CHEF,{'CHEF'},1,00:00.0,00:00.0,10,10,"CHEFS' WAREHOUSE, INC."
1534248,1534248,1534248,Chemomab Therapeutics Ltd.,CMMB,{'CMMB'},1,00:00.0,00:00.0,2,2,CHEMOMAB THERAPEUTICS LTD.
1627223,1627223,1627223,Chemours Co,CC,{'CC'},1,00:00.0,00:00.0,6,6,CHEMOURS CO
1383650,1383650,1383650,"Cheniere Energy Partners, L.P.",CQP,{'CQP'},1,00:00.0,00:00.0,14,14,"CHENIERE ENERGY PARTNERS, L.P."
3570,3570,3570,"Cheniere Energy, Inc.",LNG,{'LNG'},1,00:00.0,00:00.0,25,25,"CHENIERE ENERGY, INC."
1766502,1766502,1766502,"Chewy, Inc.",CHWY,{'CHWY'},1,00:00.0,00:00.0,1,1,"CHEWY, INC."
1041859,1041859,1041859,"Childrens Place, Inc.",PLCE,{'PLCE'},1,00:00.0,00:00.0,21,21,"CHILDRENS PLACE, INC."
1284450,1284450,1284450,"China Carbon Graphite Group, Inc.",CHGI,{'CHGI'},1,00:00.0,00:00.0,13,13,"CHINA CARBON GRAPHITE GROUP, INC."
1310630,1310630,1310630,China Foods Holdings Ltd.,CFOO,{'CFOO'},1,00:00.0,00:00.0,12,12,CHINA FOODS HOLDINGS LTD.
857949,857949,857949,"China Green Agriculture, Inc.",CGA,{'CGA'},1,00:00.0,00:00.0,13,13,"CHINA GREEN AGRICULTURE, INC."
1309057,1309057,1309057,"China Health Industries Holdings, Inc.",CHHE,{'CHHE'},1,00:00.0,00:00.0,11,11,"CHINA HEALTH INDUSTRIES HOLDINGS, INC."
1512927,1512927,1512927,"China United Insurance Service, Inc.",CUII,{'CUII'},1,00:00.0,00:00.0,9,9,"CHINA UNITED INSURANCE SERVICE, INC."
1353970,1353970,1353970,China XD Plastics Co Ltd,CXDC,{'CXDC'},1,00:00.0,00:00.0,12,12,CHINA XD PLASTICS CO LTD
1365794,1365794,1365794,Chino Commercial Bancorp,CCBC,{'CCBC'},1,00:00.0,00:00.0,5,5,CHINO COMMERCIAL BANCORP
1386570,1386570,1386570,ChromaDex Corp.,CDXC,{'CDXC'},1,00:00.0,00:00.0,9,9,CHROMADEX CORP.
896159,896159,896159,Chubb Ltd,CB,{'CB'},1,00:00.0,00:00.0,25,25,CHUBB LTD
20212,20212,20212,Churchill Downs Inc,CHDN,{'CHDN'},1,00:00.0,00:00.0,26,26,CHURCHILL DOWNS INC
1610618,1610618,1610618,"Cidara Therapeutics, Inc.",CDTX,{'CDTX'},1,00:00.0,00:00.0,6,6,"CIDARA THERAPEUTICS, INC."
1739940,1739940,1739940,Cigna Corp,CI,{'CI'},1,00:00.0,00:00.0,3,3,CIGNA CORP
1787005,1787005,1787005,"Cincinnati Bancorp, Inc.",CNNB,{'CNNB'},1,00:00.0,00:00.0,2,2,"CINCINNATI BANCORP, INC."
1173204,1173204,1173204,Cinedigm Corp.,CIDM,{'CIDM'},1,00:00.0,00:00.0,13,13,CINEDIGM CORP.
1385280,1385280,1385280,"Cinemark Holdings, Inc.",CNK,{'CNK'},1,00:00.0,00:00.0,14,14,"CINEMARK HOLDINGS, INC."
1318484,1318484,1318484,Citi Trends Inc,CTRN,{'CTRN'},1,00:00.0,00:00.0,15,15,CITI TRENDS INC
1506251,1506251,1506251,"Citius Pharmaceuticals, Inc.",CTXR,{'CTXR'},1,00:00.0,00:00.0,6,6,"CITIUS PHARMACEUTICALS, INC."
1367859,1367859,1367859,Citizens Community Bancorp Inc.,CZWI,{'CZWI'},1,00:00.0,00:00.0,15,15,CITIZENS COMMUNITY BANCORP INC.
1590584,1590584,1590584,Civeo Corp,CVEO,{'CVEO'},1,00:00.0,00:00.0,7,7,CIVEO CORP
1681769,1681769,1681769,Clancy Corp,CCYC,{'CCYC'},1,00:00.0,00:00.0,2,2,CLANCY CORP
913277,913277,913277,Clarus Corp,CLAR,{'CLAR'},1,00:00.0,00:00.0,22,22,CLARUS CORP
1445109,1445109,1445109,Clean Coal Technologies Inc.,CCTC,{'CCTC'},1,00:00.0,00:00.0,12,12,CLEAN COAL TECHNOLOGIES INC.
1368265,1368265,1368265,Clean Energy Fuels Corp.,CLNE,{'CLNE'},1,00:00.0,00:00.0,14,14,CLEAN ENERGY FUELS CORP.
1329606,1329606,1329606,"Clean Energy Technologies, Inc.",CETY,{'CETY'},1,00:00.0,00:00.0,13,13,"CLEAN ENERGY TECHNOLOGIES, INC."
1391426,1391426,1391426,Clean Vision Corp,CLNV,{'CLNV'},1,00:00.0,00:00.0,2,2,CLEAN VISION CORP
1411036,1411036,1411036,"CleanTech Biofuels, Inc.",CLTH,{'CLTH'},1,00:00.0,00:00.0,11,11,"CLEANTECH BIOFUELS, INC."
1334978,1334978,1334978,"Clear Channel Outdoor Holdings, Inc.",CCO,{'CCO'},1,00:00.0,00:00.0,16,16,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC."
1285550,1285550,1285550,"ClearPoint Neuro, Inc.",CLPT,{'CLPT'},1,00:00.0,00:00.0,9,9,"CLEARPOINT NEURO, INC."
1434524,1434524,1434524,ClearSign Technologies Corp,CLIR,{'CLIR'},1,00:00.0,00:00.0,9,9,CLEARSIGN TECHNOLOGIES CORP
895665,895665,895665,"Clearday, Inc.",CLRD,{'CLRD'},1,00:00.0,00:00.0,25,25,"CLEARDAY, INC."
796505,796505,796505,"Clearfield, Inc.",CLFD,{'CLFD'},1,00:00.0,00:00.0,21,21,"CLEARFIELD, INC."
1539029,1539029,1539029,"Clearside Biomedical, Inc.",CLSD,{'CLSD'},1,00:00.0,00:00.0,5,5,"CLEARSIDE BIOMEDICAL, INC."
1362516,1362516,1362516,"Cleartronic, Inc.",CLRI,{'CLRI'},1,00:00.0,00:00.0,12,12,"CLEARTRONIC, INC."
1441236,1441236,1441236,Clearwater Paper Corp,CLW,{'CLW'},1,00:00.0,00:00.0,13,13,CLEARWATER PAPER CORP
1393548,1393548,1393548,ClickStream Corp,CLIS,{'CLIS'},1,00:00.0,00:00.0,4,4,CLICKSTREAM CORP
1649096,1649096,1649096,Clipper Realty Inc.,CLPR,{'CLPR'},1,00:00.0,00:00.0,5,5,CLIPPER REALTY INC.
1477333,1477333,1477333,"Cloudflare, Inc.",NET,{'NET'},1,00:00.0,00:00.0,2,2,"CLOUDFLARE, INC."
1619227,1619227,1619227,"Cloudweb, Inc.",CLOW,{'CLOW'},1,00:00.0,00:00.0,4,4,"CLOUDWEB, INC."
1466301,1466301,1466301,"Clovis Oncology, Inc.",CLVS,{'CLVS'},1,00:00.0,00:00.0,10,10,"CLOVIS ONCOLOGY, INC."
1389518,1389518,1389518,"Clubhouse Media Group, Inc.",CMGR,{'CMGR'},1,00:00.0,00:00.0,12,12,"CLUBHOUSE MEDIA GROUP, INC."
1692415,1692415,1692415,"Co-Diagnostics, Inc.",CODX,{'CODX'},1,00:00.0,00:00.0,4,4,"CO-DIAGNOSTICS, INC."
317540,317540,317540,"Coca-Cola Consolidated, Inc.",COKE,{'COKE'},1,00:00.0,00:00.0,18,18,"COCA-COLA CONSOLIDATED, INC."
1412486,1412486,1412486,"Cocrystal Pharma, Inc.",COCP,{'COCP'},1,00:00.0,00:00.0,10,10,"COCRYSTAL PHARMA, INC."
1334325,1334325,1334325,"Coda Octopus Group, Inc.",CODA,{'CODA'},1,00:00.0,00:00.0,7,7,"CODA OCTOPUS GROUP, INC."
1641398,1641398,1641398,Code Chain New Continent Ltd,CCNC,{'CCNC'},1,00:00.0,00:00.0,6,6,CODE CHAIN NEW CONTINENT LTD
1659352,1659352,1659352,"Codiak BioSciences, Inc.",CDAK,{'CDAK'},1,00:00.0,00:00.0,1,1,"CODIAK BIOSCIENCES, INC."
215466,215466,215466,"Coeur Mining, Inc.",CDE,{'CDE'},1,00:00.0,00:00.0,23,23,"COEUR MINING, INC."
1622229,1622229,1622229,"Cogent Biosciences, Inc.",COGT,{'COGT'},1,00:00.0,00:00.0,3,3,"COGENT BIOSCIENCES, INC."
1522602,1522602,1522602,"CohBar, Inc.",CWBR,{'CWBR'},1,00:00.0,00:00.0,4,4,"COHBAR, INC."
1270436,1270436,1270436,Cohen & Co Inc.,COHN,{'COHN'},1,00:00.0,00:00.0,17,17,COHEN & CO INC.
1512762,1512762,1512762,"Coherus BioSciences, Inc.",CHRS,{'CHRS'},1,00:00.0,00:00.0,7,7,"COHERUS BIOSCIENCES, INC."
913353,913353,913353,Colliers International Group Inc.,CIGI,{'CIGI'},1,00:00.0,00:00.0,4,4,COLLIERS INTERNATIONAL GROUP INC.
1723596,1723596,1723596,"Columbia Financial, Inc.",CLBK,{'CLBK'},1,00:00.0,00:00.0,3,3,"COLUMBIA FINANCIAL, INC."
1517228,1517228,1517228,"CommScope Holding Company, Inc.",COMM,{'COMM'},1,00:00.0,00:00.0,8,8,"COMMSCOPE HOLDING COMPANY, INC."
1290900,1290900,1290900,"Commercial Vehicle Group, Inc.",CVGI,{'CVGI'},1,00:00.0,00:00.0,17,17,"COMMERCIAL VEHICLE GROUP, INC."
1631569,1631569,1631569,Community Healthcare Trust Inc,CHCT,{'CHCT'},1,00:00.0,00:00.0,6,6,COMMUNITY HEALTHCARE TRUST INC
1084551,1084551,1084551,Community Redevelopment Inc.,CRDV,{'CRDV'},1,00:00.0,00:00.0,1,1,COMMUNITY REDEVELOPMENT INC.
1299969,1299969,1299969,"Comstock Holding Companies, Inc.",CHCI,{'CHCI'},1,00:00.0,00:00.0,17,17,"COMSTOCK HOLDING COMPANIES, INC."
1120970,1120970,1120970,Comstock Inc.,LODE,{'LODE'},1,00:00.0,00:00.0,11,11,COMSTOCK INC.
1803599,1803599,1803599,Concentrix Corp,CNXC,{'CNXC'},1,00:00.0,00:00.0,1,1,CONCENTRIX CORP
1414382,1414382,1414382,Concrete Leveling Systems Inc,CLEV,{'CLEV'},1,00:00.0,00:00.0,11,11,CONCRETE LEVELING SYSTEMS INC
1305773,1305773,1305773,Conformis Inc,CFMS,{'CFMS'},1,00:00.0,00:00.0,6,6,CONFORMIS INC
1304421,1304421,1304421,"Consolidated Communications Holdings, Inc.",CNSL,{'CNSL'},1,00:00.0,00:00.0,16,16,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC."
928340,928340,928340,Consolidated Water Co. Ltd.,CWCO,{'CWCO'},1,00:00.0,00:00.0,21,21,CONSOLIDATED WATER CO. LTD.
1718227,1718227,1718227,"Construction Partners, Inc.",ROAD,{'ROAD'},1,00:00.0,00:00.0,3,3,"CONSTRUCTION PARTNERS, INC."
1411688,1411688,1411688,"Container Store Group, Inc.",TCS,{'TCS'},1,00:00.0,00:00.0,7,7,"CONTAINER STORE GROUP, INC."
1502377,1502377,1502377,"Contango ORE, Inc.",CTGO,{'CTGO'},1,00:00.0,00:00.0,10,10,"CONTANGO ORE, INC."
1822250,1822250,1822250,ContextLogic Inc.,WISH,{'WISH'},1,00:00.0,00:00.0,1,1,CONTEXTLOGIC INC.
1320461,1320461,1320461,Cooper-Standard Holdings Inc.,CPS,{'CPS'},1,00:00.0,00:00.0,11,11,COOPER-STANDARD HOLDINGS INC.
1410098,1410098,1410098,CorMedix Inc.,CRMD,{'CRMD'},1,00:00.0,00:00.0,11,11,CORMEDIX INC.
1595097,1595097,1595097,"Corbus Pharmaceuticals Holdings, Inc.",CRBP,{'CRBP'},1,00:00.0,00:00.0,7,7,"CORBUS PHARMACEUTICALS HOLDINGS, INC."
320340,320340,320340,CoreCard Corp,CCRD,{'CCRD'},1,00:00.0,00:00.0,15,15,CORECARD CORP
1070985,1070985,1070985,"CoreCivic, Inc.",CXW,{'CXW'},1,00:00.0,00:00.0,23,23,"CORECIVIC, INC."
1448324,1448324,1448324,Cornerstone Financial Corp,CFIC,{'CFIC'},1,00:00.0,00:00.0,4,4,CORNERSTONE FINANCIAL CORP
842013,842013,842013,Coro Global Inc.,CGLO,{'CGLO'},1,00:00.0,00:00.0,13,13,CORO GLOBAL INC.
1770561,1770561,1770561,Coronado Global Resources Inc.,CODQL,{'CODQL'},1,00:00.0,00:00.0,1,1,CORONADO GLOBAL RESOURCES INC.
1108645,1108645,1108645,"Correlate Infrastructure Partners, Inc.",CIPI,{'CIPI'},1,00:00.0,00:00.0,13,13,"CORRELATE INFRASTRUCTURE PARTNERS, INC."
1743759,1743759,1743759,"Corsair Gaming, Inc.",CRSR,{'CRSR'},1,00:00.0,00:00.0,1,1,"CORSAIR GAMING, INC."
1755672,1755672,1755672,"Corteva, Inc.",CTVA,{'CTVA'},1,00:00.0,00:00.0,2,2,"CORTEVA, INC."
1507964,1507964,1507964,Corvus Gold ULC,KOR,{'KOR'},1,00:00.0,00:00.0,6,6,CORVUS GOLD ULC
1626971,1626971,1626971,"Corvus Pharmaceuticals, Inc.",CRVS,{'CRVS'},1,00:00.0,00:00.0,5,5,"CORVUS PHARMACEUTICALS, INC."
1706509,1706509,1706509,Cosmos Group Holdings Inc.,COSG,{'COSG'},1,00:00.0,00:00.0,4,4,COSMOS GROUP HOLDINGS INC.
1474167,1474167,1474167,Cosmos Holdings Inc.,COSM,{'COSM'},1,00:00.0,00:00.0,10,10,COSMOS HOLDINGS INC.
858470,858470,858470,Coterra Energy Inc.,CTRA,{'CTRA'},1,00:00.0,00:00.0,26,26,COTERRA ENERGY INC.
1385867,1385867,1385867,Coupa Software Inc,COUP,{'COUP'},1,00:00.0,00:00.0,4,4,COUPA SOFTWARE INC
25445,25445,25445,"Crane Holdings, Co.",CR,{'CR'},1,00:00.0,00:00.0,23,23,"CRANE HOLDINGS, CO."
1700357,1700357,1700357,Crank Media Inc,CRKM,{'CRKM'},1,00:00.0,00:00.0,1,1,CRANK MEDIA INC
1162896,1162896,1162896,"Creek Road Miners, Inc.",CRKR,{'CRKR'},1,00:00.0,00:00.0,9,9,"CREEK ROAD MINERS, INC."
1633336,1633336,1633336,"Crescent Capital BDC, Inc.",CCAP,{'CCAP'},1,00:00.0,00:00.0,2,2,"CRESCENT CAPITAL BDC, INC."
1075736,1075736,1075736,"Crexendo, Inc.",CXDO,{'CXDO'},1,00:00.0,00:00.0,3,3,"CREXENDO, INC."
1562151,1562151,1562151,"Crimson Wine Group, Ltd",CWGL,{'CWGL'},1,00:00.0,00:00.0,9,9,"CRIMSON WINE GROUP, LTD"
1658247,1658247,1658247,"Crinetics Pharmaceuticals, Inc.",CRNX,{'CRNX'},1,00:00.0,00:00.0,3,3,"CRINETICS PHARMACEUTICALS, INC."
1576427,1576427,1576427,Criteo S.A.,CRTO,{'CRTO'},1,00:00.0,00:00.0,6,6,CRITEO S.A.
1334036,1334036,1334036,"Crocs, Inc.",CROX,{'CROX'},1,00:00.0,00:00.0,16,16,"CROCS, INC."
1656472,1656472,1656472,Cronos Group Inc.,CRON,{'CRON'},1,00:00.0,00:00.0,2,2,CRONOS GROUP INC.
1538849,1538849,1538849,CrossAmerica Partners LP,CAPL,{'CAPL'},1,00:00.0,00:00.0,9,9,CROSSAMERICA PARTNERS LP
1535527,1535527,1535527,"CrowdStrike Holdings, Inc.",CRWD,{'CRWD'},1,00:00.0,00:00.0,1,1,"CROWDSTRIKE HOLDINGS, INC."
1554906,1554906,1554906,Crown Baus Capital Corp.,CBCA,{'CBCA'},1,00:00.0,00:00.0,1,1,CROWN BAUS CAPITAL CORP.
1103833,1103833,1103833,"Crown Equity Holdings, Inc.",CRWE,{'CRWE'},1,00:00.0,00:00.0,7,7,"CROWN EQUITY HOLDINGS, INC."
1533030,1533030,1533030,"Cryomass Technologies, Inc.",CRYM,{'CRYM'},1,00:00.0,00:00.0,7,7,"CRYOMASS TECHNOLOGIES, INC."
1124524,1124524,1124524,"Cryoport, Inc.",CYRX,{'CYRX'},1,00:00.0,00:00.0,13,13,"CRYOPORT, INC."
1688126,1688126,1688126,Crypto Co,CRCW,{'CRCW'},1,00:00.0,00:00.0,4,4,CRYPTO CO
1298675,1298675,1298675,CubeSmart,CUBE,{'CUBE'},1,00:00.0,00:00.0,17,17,CUBESMART
1645460,1645460,1645460,"Cue Biopharma, Inc.",CUE,{'CUE'},1,00:00.0,00:00.0,4,4,"CUE BIOPHARMA, INC."
1789972,1789972,1789972,"Cullinan Oncology, Inc.",CGEM,{'CGEM'},1,00:00.0,00:00.0,1,1,"CULLINAN ONCOLOGY, INC."
1643301,1643301,1643301,Cure Pharmaceutical Holding Corp.,CURR,{'CURR'},1,00:00.0,00:00.0,5,5,CURE PHARMACEUTICAL HOLDING CORP.
1628369,1628369,1628369,Cushman & Wakefield plc,CWK,{'CWK'},1,00:00.0,00:00.0,3,3,CUSHMAN & WAKEFIELD PLC
1230524,1230524,1230524,Cyber Apps World,CYAP,{'CYAP'},1,00:00.0,00:00.0,10,10,CYBER APPS WORLD
1522787,1522787,1522787,"Cyberfort Software, Inc.",CYBF,{'CYBF'},1,00:00.0,00:00.0,5,5,"CYBERFORT SOFTWARE, INC."
1755237,1755237,1755237,"Cyclerion Therapeutics, Inc.",CYCN,{'CYCN'},1,00:00.0,00:00.0,2,2,"CYCLERION THERAPEUTICS, INC."
1042074,1042074,1042074,"CymaBay Therapeutics, Inc.",CBAY,{'CBAY'},1,00:00.0,00:00.0,8,8,"CYMABAY THERAPEUTICS, INC."
1175680,1175680,1175680,CytoDyn Inc.,CYDY,{'CYDY'},1,00:00.0,00:00.0,13,13,CYTODYN INC.
1501989,1501989,1501989,"CytomX Therapeutics, Inc.",CTMX,{'CTMX'},1,00:00.0,00:00.0,6,6,"CYTOMX THERAPEUTICS, INC."
1175151,1175151,1175151,Cytosorbents Corp,CTSO,{'CTSO'},1,00:00.0,00:00.0,13,13,CYTOSORBENTS CORP
1794905,1794905,1794905,"Cyxtera Technologies, Inc.",CYXT,{'CYXT'},1,00:00.0,00:00.0,1,1,"CYXTERA TECHNOLOGIES, INC."
783412,783412,783412,DAILY JOURNAL CORP,DJCO,{'DJCO'},1,00:00.0,00:00.0,19,19,DAILY JOURNAL
1125699,1125699,1125699,DAIS Corp,DLYT,{'DLYT'},1,00:00.0,00:00.0,12,12,DAIS CORP
915779,915779,915779,DAKTRONICS INC /SD/,DAKT,{'DAKT'},1,00:00.0,00:00.0,19,19,DAKTRONICS INC
26780,26780,26780,DANA INC,DAN,{'DAN'},1,00:00.0,00:00.0,14,14,DANA
940944,940944,940944,DARDEN RESTAURANTS INC,DRI,{'DRI'},1,00:00.0,00:00.0,22,22,DARDEN RESTAURANTS
916540,916540,916540,DARLING INGREDIENTS INC.,DAR,{'DAR'},1,00:00.0,00:00.0,16,16,DARLING INGREDIENTS
351998,351998,351998,DATA I/O CORP,DAIO,{'DAIO'},1,00:00.0,00:00.0,25,25,DATA I/O
1631282,1631282,1631282,DATASEA INC.,DTSS,{'DTSS'},1,00:00.0,00:00.0,3,3,DATASEA
1627606,1627606,1627606,DAVIDsTEA Inc.,DTEA,{'DTEA'},1,00:00.0,00:00.0,5,5,DAVIDSTEA INC.
927066,927066,927066,DAVITA INC.,DVA,{'DVA'},1,00:00.0,00:00.0,19,19,DAVITA
799165,799165,799165,DAWSON GEOPHYSICAL CO,DWSN,{'DWSN'},1,00:00.0,00:00.0,14,14,DAWSON GEOPHYSICAL
27367,27367,27367,DAXOR CORP,DXR,{'DXR'},1,00:00.0,00:00.0,18,18,DAXOR
1164256,1164256,1164256,"DAYBREAK OIL & GAS, INC.",DBRM,{'DBRM'},1,00:00.0,00:00.0,12,12,"DAYBREAK OIL & GAS,"
1613780,1613780,1613780,DBV Technologies S.A.,DBVT,{'DBVT'},1,00:00.0,00:00.0,1,1,DBV TECHNOLOGIES S.A.
910521,910521,910521,DECKERS OUTDOOR CORP,DECK,{'DECK'},1,00:00.0,00:00.0,23,23,DECKERS OUTDOOR
869495,869495,869495,DEEP WELL OIL & GAS INC,DWOG,{'DWOG'},1,00:00.0,00:00.0,15,15,DEEP WELL OIL & GAS
315189,315189,315189,DEERE & CO,DE,{'DE'},1,00:00.0,00:00.0,20,20,DEERE &
1533357,1533357,1533357,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,DTII,{'DTII'},1,00:00.0,00:00.0,8,8,DEFENSE TECHNOLOGIES INTERNATIONAL
872912,872912,872912,"DELCATH SYSTEMS, INC.",DCTH,{'DCTH'},1,00:00.0,00:00.0,3,3,"DELCATH SYSTEMS,"
27904,27904,27904,"DELTA AIR LINES, INC.",DAL,{'DAL'},1,00:00.0,00:00.0,14,14,"DELTA AIR LINES,"
1101396,1101396,1101396,"DELTA APPAREL, INC",DLA,{'DLA'},1,00:00.0,00:00.0,20,20,"DELTA APPAREL,"
27996,27996,27996,DELUXE CORP,DLX,{'DLX'},1,00:00.0,00:00.0,23,23,DELUXE
852772,852772,852772,DENNY'S Corp,DENN,{'DENN'},1,00:00.0,00:00.0,21,21,DENNY'S CORP
818479,818479,818479,DENTSPLY SIRONA Inc.,XRAY,{'XRAY'},1,00:00.0,00:00.0,23,23,DENTSPLY SIRONA INC.
813298,813298,813298,"DESTINATION XL GROUP, INC.",DXLG,{'DXLG'},1,00:00.0,00:00.0,22,22,"DESTINATION XL GROUP,"
1099369,1099369,1099369,DESTINY MEDIA TECHNOLOGIES INC,DSNY,{'DSNY'},1,00:00.0,00:00.0,12,12,DESTINY MEDIA TECHNOLOGIES
1090012,1090012,1090012,DEVON ENERGY CORP/DE,DVN,{'DVN'},1,00:00.0,00:00.0,19,19,DEVON ENERGY CORP/DE
1093557,1093557,1093557,DEXCOM INC,DXCM,{'DXCM'},1,00:00.0,00:00.0,16,16,DEXCOM
1393883,1393883,1393883,"DHI GROUP, INC.",DHX,{'DHX'},1,00:00.0,00:00.0,14,14,"DHI GROUP,"
909108,909108,909108,DIAMOND HILL INVESTMENT GROUP INC,DHIL,{'DHIL'},1,00:00.0,00:00.0,15,15,DIAMOND HILL INVESTMENT GROUP
1692981,1692981,1692981,"DIAMOND HOLDINGS, INC.",DIAH,{'DIAH'},1,00:00.0,00:00.0,2,2,"DIAMOND HOLDINGS,"
844887,844887,844887,DIAMONDHEAD CASINO CORP,DHCC,{'DHCC'},1,00:00.0,00:00.0,2,2,DIAMONDHEAD CASINO
1089063,1089063,1089063,"DICK'S SPORTING GOODS, INC.",DKS,{'DKS'},1,00:00.0,00:00.0,18,18,"DICK'S SPORTING GOODS,"
28823,28823,28823,"DIEBOLD NIXDORF, Inc",DBD,{'DBD'},1,00:00.0,00:00.0,23,23,"DIEBOLD NIXDORF, INC"
1559172,1559172,1559172,"DIEGO PELLICER WORLDWIDE, INC",DPWW,{'DPWW'},1,00:00.0,00:00.0,6,6,"DIEGO PELLICER WORLDWIDE,"
854775,854775,854775,DIGI INTERNATIONAL INC,DGII,{'DGII'},1,00:00.0,00:00.0,23,23,DIGI INTERNATIONAL
1342958,1342958,1342958,DIGITAL ALLY INC,DGLY,{'DGLY'},1,00:00.0,00:00.0,13,13,DIGITAL ALLY
29002,29002,29002,DIODES INC /DEL/,DIOD,{'DIOD'},1,00:00.0,00:00.0,20,20,DIODES INC
1441769,1441769,1441769,DIRECTVIEW HOLDINGS INC,DIRV,{'DIRV'},1,00:00.0,00:00.0,9,9,DIRECTVIEW HOLDINGS
1340476,1340476,1340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD,DRTT,{'DRTT'},1,00:00.0,00:00.0,2,2,DIRTT ENVIRONMENTAL SOLUTIONS LTD
1001082,1001082,1001082,DISH Network CORP,DISH,{'DISH'},1,00:00.0,00:00.0,23,23,DISH NETWORK
825788,825788,825788,DIVALL INSURED INCOME PROPERTIES 2 LIMITED PARTNERSHIP,DIVVZ,{'DIVVZ'},1,00:00.0,00:00.0,6,6,DIVALL INSURED INCOME PROPERTIES 2 LIMITED PARTNERSHIP
29332,29332,29332,DIXIE GROUP INC,DXYN,{'DXYN'},1,00:00.0,00:00.0,22,22,DIXIE GROUP
785557,785557,785557,DLH Holdings Corp.,DLHC,{'DLHC'},1,00:00.0,00:00.0,24,24,DLH HOLDINGS CORP.
1420368,1420368,1420368,DLT Resolution Inc.,DLTI,{'DLTI'},1,00:00.0,00:00.0,8,8,DLT RESOLUTION INC.
34067,34067,34067,DMC Global Inc.,BOOM,{'BOOM'},1,00:00.0,00:00.0,23,23,DMC GLOBAL INC.
1419995,1419995,1419995,DNA BRANDS INC,DNAX,{'DNAX'},1,00:00.0,00:00.0,5,5,DNA BRANDS
1261333,1261333,1261333,"DOCUSIGN, INC.",DOCU,{'DOCU'},1,00:00.0,00:00.0,2,2,"DOCUSIGN,"
29534,29534,29534,DOLLAR GENERAL CORP,DG,{'DG'},1,00:00.0,00:00.0,11,11,DOLLAR GENERAL
935703,935703,935703,"DOLLAR TREE, INC.",DLTR,{'DLTR'},1,00:00.0,00:00.0,24,24,"DOLLAR TREE,"
715957,715957,715957,"DOMINION ENERGY, INC",D,{'D'},1,00:00.0,00:00.0,22,22,"DOMINION ENERGY,"
1286681,1286681,1286681,DOMINOS PIZZA INC,DPZ,{'DPZ'},1,00:00.0,00:00.0,10,10,DOMINOS PIZZA
1505952,1505952,1505952,"DOMO, INC.",DOMO,{'DOMO'},1,00:00.0,00:00.0,2,2,"DOMO,"
29644,29644,29644,DONALDSON Co INC,DCI,{'DCI'},1,00:00.0,00:00.0,23,23,DONALDSON CO
1172358,1172358,1172358,"DORCHESTER MINERALS, L.P.",DMLP,{'DMLP'},1,00:00.0,00:00.0,19,19,"DORCHESTER MINERALS, L.P."
